copy_batch_id,source_path,destination_path,artifact_class,standards_body,spec_id,source_release_or_version,target_release_or_version,copy_method,copied_at,checksum_source,checksum_destination,verified,status,notes
clean-runtime-089,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/cu/cu.py,adapters/mock_ran/ran/cu/cu.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,3d6585f6cf853dd743c9f8c20d599f369d240757d3e17be1310e7f05ad03380f,76829a657d81bf47c9d52d6f831bd2dd2e027beec865f93c07ea8b6339ebf60e,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-090,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/du/du.py,adapters/mock_ran/ran/du/du.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,3a424ef05535a483a4f9b64fe0605829c4aa1c50d6d68d672c1436b5a5ae5e24,f9a8f4b9434e88c9233aac4f2bb8e6ad386b970ce519f4c3c3561143c61c09d3,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-091,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/ric/y1.py,adapters/mock_ran/ran/ric/y1.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,0a74c7e9cae79d64be3a457d3de17a0d6da74ac4927ce524914553fbd8f3dde1,0a74c7e9cae79d64be3a457d3de17a0d6da74ac4927ce524914553fbd8f3dde1,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-092,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/fronthaul/o_ru.py,adapters/mock_ran/ran/fronthaul/o_ru.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,fb5ecfeb28f9cf09a88794fec39f92f73580a5f1210906c4d2922a930e7aed49,fb5ecfeb28f9cf09a88794fec39f92f73580a5f1210906c4d2922a930e7aed49,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-093,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/fronthaul/m_plane.py,adapters/mock_ran/ran/fronthaul/m_plane.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,ac74877eaa72eb5f721bd16da509dd84f453d98f681f9b73fe489b771a7ba64b,ac74877eaa72eb5f721bd16da509dd84f453d98f681f9b73fe489b771a7ba64b,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-094,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/energy/__init__.py,adapters/mock_ran/ran/energy/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,5a4152d10d30a20ec29006dd1e19678aabd9be6d21bb6890c00f2252077237cd,5a4152d10d30a20ec29006dd1e19678aabd9be6d21bb6890c00f2252077237cd,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-095,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/ran/energy/nes.py,adapters/mock_ran/ran/energy/nes.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,37f2e16e9caf60b0cebfd7f5fc5f4a4d1addaaf73e60a53395a1890f02867f69,37f2e16e9caf60b0cebfd7f5fc5f4a4d1addaaf73e60a53395a1890f02867f69,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-096,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/__init__.py,services/assurance/service_assurance/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,885025556fe25e0f3134174eb5403bfcd5e30a3580a8aac73c2992a26811e9fa,6b8a91d31427cd2dbfe67a7784f87b0c36ac377809919b1af3da65e4573dca7d,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-097,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/models.py,services/assurance/service_assurance/models.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,a2477b4528fd11871f7ae864554d8dbbc64752a1eeddca405f817fbd98a7f005,a8ca5b9f62de70d4d593485b15045e9209e371569ee700a99f7ee33d3f96633e,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-098,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/kqi_calculator.py,services/assurance/service_assurance/kqi_calculator.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,d01685473f14ea360dce72296c0b9491de9a84589a861721bbc2b9ecf366139c,b416e08e70f77d00f5c7c0d3940c98dd2cc58a983f888c7f2fd33d2a9931bef4,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-099,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/sla_manager.py,services/assurance/service_assurance/sla_manager.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,08b3fdf7e548d2222608df9b1ae37f82a1388b80552be002ff2ccc65ab275706,77a26fdc50bcb1d0c712db90f9195f4a7a12e422237a051fce828c54953a6180,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-100,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/anomaly_detector.py,services/assurance/service_assurance/anomaly_detector.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,8638e17ba0e1c3f31f31a9a3d310f7624d945701822c5a5e1d294827eb0a827b,3ff3f6f31a6f0baeee1511256fb857c10aeefeef58484c4fff6e54f1b9e25d80,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-101,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/rca_engine.py,services/assurance/service_assurance/rca_engine.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,d3d344157a9e1ca5e128d72fb03cd4755babecb0a848625b22352c4d9e4d3335,30d05a93469a10d8af80243a023a25bd45e7ebf8b4baa8be596aa3d9fe3353f4,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-102,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/collector.py,services/assurance/service_assurance/collector.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,bd29a80881faa806a6dfa667ba8fa2b2bf4851752c75bae4f0a9a82cbcd6ab93,10a77bd2559089ff9c92cbe46cf01589f31a12cbb118a71d95ccf9487de50636,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-103,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/service_assurance/assurance_api.py,services/assurance/service_assurance/assurance_api.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,686263f664042234b291cf2226a87395697e665d35ea56e084a2a27251cfd017,1e749fa30d7b18ff89dc49aa1898a013b2e27dfc0732f09b07213360962d47c4,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-104,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/smo/__init__.py,adapters/mock_oran/smo/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,de3c99f2712ec20b571e86cb37e0f1871a46a05263e6962cda368603f25abd30,de3c99f2712ec20b571e86cb37e0f1871a46a05263e6962cda368603f25abd30,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-105,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/smo/aiml.py,adapters/mock_oran/smo/aiml.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,cdd5b018348303e965ee723bf1ed123d4b970dc2c75fb20c2ce584c673c32f28,cdd5b018348303e965ee723bf1ed123d4b970dc2c75fb20c2ce584c673c32f28,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-106,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/smo/smo_framework.py,adapters/mock_oran/smo/smo_framework.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,1fa96e9013c9d1630893ee4e5d6e7b515df4d18b215831f03a1a7dbb61fa749e,1fa96e9013c9d1630893ee4e5d6e7b515df4d18b215831f03a1a7dbb61fa749e,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-107,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/smo/r1.py,adapters/mock_oran/smo/r1.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,73b0d05bc3e673c612f565f372a1050793aadf3cb3223b5c88a8c4697fd809e5,73b0d05bc3e673c612f565f372a1050793aadf3cb3223b5c88a8c4697fd809e5,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-108,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/oam/__init__.py,adapters/mock_oran/oam/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,1079d5c84676de18e468edbee206d7a95bf9f93a162ed289b00eda786674fecf,1079d5c84676de18e468edbee206d7a95bf9f93a162ed289b00eda786674fecf,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-109,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/oam/pm.py,adapters/mock_oran/oam/pm.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,e91c8448c1e4def95c9710131cc139ffff7b0bba7c595424c6b104b70cd939ea,e91c8448c1e4def95c9710131cc139ffff7b0bba7c595424c6b104b70cd939ea,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-110,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/oam/ves.py,adapters/mock_oran/oam/ves.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,df4049a1a85deb99ff7df9bd555f91560d185c96ae7b5b514bd0d4aa0438d557,df4049a1a85deb99ff7df9bd555f91560d185c96ae7b5b514bd0d4aa0438d557,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-111,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/oam/o1.py,adapters/mock_oran/oam/o1.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,e99738c3ff2afaa847dcea322c8f9195011174a97c52e1ab197676d1f599ed2c,e99738c3ff2afaa847dcea322c8f9195011174a97c52e1ab197676d1f599ed2c,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-112,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/oam/teiv.py,adapters/mock_oran/oam/teiv.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,73fe732128aa976c475a289af087876df76a236eb808de6af46ec213fa93d3c3,73fe732128aa976c475a289af087876df76a236eb808de6af46ec213fa93d3c3,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-113,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/etsi/__init__.py,adapters/mock_oran/etsi/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-114,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/etsi/o2/__init__.py,adapters/mock_oran/etsi/o2/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,e25846b6f75dcd7212a957989409038c53d3079cc2d7e86b36d9d6f02d6c7c77,90b6655c00d243efea86ca9602bedd219b7678c24fc0b0c3b193a73d45ee7ef6,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-115,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/etsi/o2/fake_cluster.py,adapters/mock_oran/etsi/o2/fake_cluster.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,cfc4c9a1979207c3a121adead38b56e222806af73162ed22a5b5190aa177b157,869c0c009c1cd51c2928afd7e7578379537ee4a712728fcaa3b2e914509bb68a,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-116,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/etsi/o2/models.py,adapters/mock_oran/etsi/o2/models.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,9cbb6b56854d0d28c0374528baf81524c861727bb622ab48ae3f8993a34ff160,417210d865c296e677cb627891ed73681bfcb2da5bf5a3634d8e81c556299737,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-117,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/etsi/o2/o_cloud_notification.py,adapters/mock_oran/etsi/o2/o_cloud_notification.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,771f50aa0b0b23ab382af8e42ea314a713c90608414558f31a199f381d9c18ca,771f50aa0b0b23ab382af8e42ea314a713c90608414558f31a199f381d9c18ca,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-118,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/security/__init__.py,adapters/mock_oran/security/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,1fe843d2db97be49c8376bb536d02b4c59e9c3bbde040d2d719b39806b6d4814,0b4f336349e0875888215b5d618cec69769a3b5f17d550cc0019d42c61d84286,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-119,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/security/pqc.py,adapters/mock_oran/security/pqc.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,ae4c3c796c56fc48827e85a3eb92135faf56ee75bfe48902e07fc53b6f0a603b,e4e8668aa0b8766c4589d936c255a8e7deef869a8a5a1fa9a0bd362bd9fe16f8,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-120,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/security/cert_manager.py,adapters/mock_oran/security/cert_manager.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,d0a94965e497004955fa57f69c25f928479bb35d7f9ad6eee813878309953305,5cc51fc404ff55365afeae1f7227de9e3e6d74586a3b9acc5c01837cb70fe426,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-121,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/security/zero_trust.py,adapters/mock_oran/security/zero_trust.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,4b838604a81e8ef4bb66ec8b6e91cb7fce2ff1aa850370e99e3dabd54b461449,2cd1a553a5bdb85a528e85aaa3cf597216e1a64eff79353f8b0569dda9dcbbf9,true,copied_remediated,Clean-domain runtime intake; copied only this needed file into the bucket. claim-hygiene remediation applied after copy to remove old standalone naming; checksum_destination covers public remediated artifact.
clean-runtime-122,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/security/security_service.py,adapters/mock_oran/security/security_service.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,b399c7d1d900deb92d0c2213bcb82ebba124ca70a5cc86286baa3d80763de960,b399c7d1d900deb92d0c2213bcb82ebba124ca70a5cc86286baa3d80763de960,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-123,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/transport/__init__.py,adapters/mock_oran/transport/__init__.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,8090e8056c13d2392f5f20ac0fd4214e29663990c8dedc136c982e2ccca70fdb,8090e8056c13d2392f5f20ac0fd4214e29663990c8dedc136c982e2ccca70fdb,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-124,<SOURCE_ORAN_AGENT_HARNESS>/5G_O-RAN_SIM/open-digital-platform-2_0/clean_5g_emulator_api/transport/xhaul.py,adapters/mock_oran/transport/xhaul.py,clean_runtime_source_intake,3GPP;O-RAN;ETSI,runtime mock implementation; per release register before claims,source mock implementation,functional_smoke only,shutil.copy2+name-remediation,2026-06-06T00:00:00Z,d84283c5566a3ec7eff8d3f815e6826b3bd17c6436cebe67dedcb54c0539790f,d84283c5566a3ec7eff8d3f815e6826b3bd17c6436cebe67dedcb54c0539790f,true,copied,Clean-domain runtime intake; copied only this needed file into the bucket.
clean-runtime-125,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ptp/__init__.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
clean-runtime-126,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ran/cu/__init__.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,da1426f06ca531955eaf3634090ce7f8419dd023a7ce95ebf9427f1604f3004b,da1426f06ca531955eaf3634090ce7f8419dd023a7ce95ebf9427f1604f3004b,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
clean-runtime-127,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ran/du/__init__.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,da1426f06ca531955eaf3634090ce7f8419dd023a7ce95ebf9427f1604f3004b,da1426f06ca531955eaf3634090ce7f8419dd023a7ce95ebf9427f1604f3004b,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
clean-runtime-128,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ran/fronthaul/__init__.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
clean-runtime-129,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ran/ntn_radio.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,f48b6ad295f424358369896a9c934ab3d5baa812c8701db8a4c443d05bc0461d,f48b6ad295f424358369896a9c934ab3d5baa812c8701db8a4c443d05bc0461d,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
clean-runtime-130,<NATIVE_TELCO_LAB_CLEAN_RUNTIME>,adapters/mock_ran/ran/rru/__init__.py,clean_runtime_native_support,3GPP;O-RAN;ETSI,runtime support; per release register before claims,native support file,functional_smoke only,authored,2026-06-06T00:00:00Z,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,1ceb7c2ea7be301bdd3547042cfd02ceff724707e980ae7ce3f3e7c770b3c519,true,copied,Native support for clean-domain runtime packaging; not formal conformance evidence.
